Permit Number,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
15-17295,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/21/2015,12/09/2015,05111007300,Shell Station,Om Sai Oil Group Inc,1420  GALLATIN PIKE N,MADISON,TN,37115.00000,8,37010702,"1420 GALLATIN PIKE N
MADISON, TN 37115
(36.282835, -86.707203)"
18-25368,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2018,03/09/2018,10208011700,HILLWOOD PUB,,3736  ANNEX AVE  100,NASHVILLE,TN,37209.00000,20,37018101,"3736 ANNEX AVE 100
NASHVILLE, TN 37209
(36.14071, -86.88272)"
17-25054,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,11/17/2017,09310003200,OAK STEAKHOUSE,Stephen D. Palmer,801  CLARK PL  WESTIN HOT,NASHVILLE,TN,37203.00000,19,37019500,"801 CLARK PL WESTIN HOT
NASHVILLE, TN 37203
(36.155521, -86.780792)"
17-25268,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2017,01/04/2018,08209041300,VUI'S KITCHEN GERMANTOWN,,1120  4TH AVE N 101,NASHVILLE,TN,37208.00000,19,37019400,"1120 4TH AVE N 101
NASHVILLE, TN 37208
(36.175659, -86.786698)"
18-25343,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/18/2018,03/12/2018,09314055700,THE CHEF AND I ON NINTH,,611  9TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"611 9TH AVE S
NASHVILLE, TN 37203
(36.15099, -86.780481)"
18-25357,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/01/2018,03/13/2018,08600016900,RACEWAY,,5781  OLD HICKORY BLVD,HERMITAGE,TN,37076.00000,14,37015609,"5781 OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.171334, -86.601669)"
T18-25624,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2018,,09306207900,GEORGE JONES,,128  2ND AVE N,NASHVILLE,TN,37201.00000,19,37019500,"128 2ND AVE N
NASHVILLE, TN 37201
(36.162811, -86.77578)"
18-25527,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2018,08/02/2018,09315006000,PLATFORMS,Platforms,803  2ND AVE S,NASHVILLE,TN,37210.00000,19,37019500,"803 2ND AVE S
NASHVILLE, TN 37210
(36.153203, -86.769551)"
18-25567,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,06/25/2018,08/01/2018,13415000500,JAMAICA INDEPENDENCE,,1316  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1316 ANTIOCH PIKE
NASHVILLE, TN 37211
(36.084866, -86.690198)"
T18-25450,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/03/2018,,09306211100,REDNECK RIVIERA NASHVILLE,,208  BROADWAY,NASHVILLE,TN,37201.00000,19,37019500,"208 BROADWAY
NASHVILLE, TN 37201
(36.161659, -86.775751)"
18-25458,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/09/2018,05/24/2018,14712008800,RAI BROTHERS DISCOUNT TOBACCO AND BEER,,4724  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,30,37019004,"4724 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.067209, -86.718276)"
17-25304,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/13/2017,05/24/2018,09310048900,CAMBRIA DOWNTOWN NASHVILLE,,118  8TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"118 8TH AVE S
NASHVILLE, TN 37203
(36.157572, -86.781274)"
18-25488,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/24/2018,05/24/2018,09106030300,UPTOWN MARKET,,5520  KENTUCKY AVE,NASHVILLE,TN,37209.00000,20,37013300,"5520 KENTUCKY AVE
NASHVILLE, TN 37209
(36.159631, -86.855339)"
18-25363,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,05/24/2018,09116016200,FIVE POINTS PIZZA,,4100  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"4100 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152404, -86.836039)"
18-25475,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/13/2018,05/24/2018,08215015800,MAIN STREET CITGO,,500  MAIN ST,NASHVILLE,TN,37206.00000,6,37019300,"500 MAIN ST
NASHVILLE, TN 37206
(36.172927, -86.765092)"
18-25342,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/17/2018,05/24/2018,09306103500,WOOLWORTH ON 5TH,,221  5TH AVE N,NASHVILLE,TN,37219.00000,19,37019500,"221 5TH AVE N
NASHVILLE, TN 37219
(36.163918, -86.78066)"
18-25483,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/20/2018,05/24/2018,06012013100,NEW SOSO MARKET,,2821  DICKERSON PIKE,NASHVILLE,TN,37207.00000,8,37011001,"2821 DICKERSON PIKE
NASHVILLE, TN 37207
(36.219611, -86.762397)"
17-25165,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2017,05/24/2018,09311024500,THE LISTENING ROOM CAFE,,618  4TH AVE S,NASHVILLE,TN,37210.00000,19,37019500,"618 4TH AVE S
NASHVILLE, TN 37210
(36.153406, -86.772261)"
18-25474,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/13/2018,05/24/2018,093023F00300CO,BLACK RABBIT,,218  3RD AVE N 300,NASHVILLE,TN,37201.00000,19,37019500,"218 3RD AVE N 300
NASHVILLE, TN 37201
(36.164867, -86.778138)"
18-25422,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/14/2018,05/24/2018,16400029300,SONRISE MARKET,,3606  HAMILTON CHURCH RD,ANTIOCH,TN,37013.00000,33,37015631,"3606 HAMILTON CHURCH RD
ANTIOCH, TN 37013
(36.058295, -86.597123)"
18-25473,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/13/2018,05/24/2018,08213036600,THE PICNIC TAP LLC,,900  ROSA L PARKS BLVD,NASHVILLE,TN,37208.00000,19,37019400,"900 ROSA L PARKS BLVD
NASHVILLE, TN 37208
(36.170329, -86.789522)"
18-25435,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/23/2018,05/25/2018,09107005700,51ST DELI,,1314  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"1314 51ST AVE N
NASHVILLE, TN 37209
(36.161597, -86.849096)"
18-25440,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2018,05/25/2018,09100003900,OSCAR'S TACO SHOP,,5104A  CENTENNIAL BLVD,NASHVILLE,TN,37209.00000,20,37013000,"5104A CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.162322, -86.849174)"
18-25485,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/24/2018,05/25/2018,15000036200,NEIGHBORHOOD BAR & GRILL,,2940  MURFREESBORO PIKE  101,ANTIOCH,TN,37013.00000,33,37015631,"2940 MURFREESBORO PIKE 101
ANTIOCH, TN 37013
(36.062571, -86.626026)"
18-25465,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2018,05/25/2018,16500000000001,FOUR CORNERS MARINA,,4027  LAVERGNE COUCHVILLE PIKE,ANTIOCH,TN,37013.00000,,15607128,"4027 LAVERGNE COUCHVILLE PIKE
ANTIOCH, TN 37013
(36.052786, -86.574691)"
18-25389,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/20/2018,05/25/2018,08209046800,SEDONA TAPHOUSE,10517 Wildbrooke Court,1120  3RD AVE N,NASHVILLE,TN,37208.00000,19,37019400,"1120 3RD AVE N
NASHVILLE, TN 37208
(36.175699, -86.785074)"
18-25460,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2018,05/25/2018,04216008200,BOBBY RAY'S HONKY TONK 615,,119  DOUGLAS ST,MADISON,TN,37115.00000,8,37010701,"119 DOUGLAS ST
MADISON, TN 37115
(36.262592, -86.714845)"
18-25379,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/13/2018,05/25/2018,11714014800,GREEK CAFE GRILL,,4004  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"4004 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.103915, -86.815492)"
18-25413,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2018,05/25/2018,13415000300,LAVO LOUNGE LLC,,1310  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1310 ANTIOCH PIKE
NASHVILLE, TN 37211
(36.085349, -86.690568)"
17-25136,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/21/2017,08/06/2018,08210005400,TOPGOLF,,500  COWAN ST,NASHVILLE,TN,37207.00000,5,37019300,"500 COWAN ST
NASHVILLE, TN 37207
(36.179242, -86.7759)"
17-25323,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/12/2017,01/11/2018,13600015300,RITE AID #11894,,2806  SMITH SPRINGS RD,NASHVILLE,TN,37217.00000,29,37015617,"2806 SMITH SPRINGS RD
NASHVILLE, TN 37217
(36.088469, -86.611046)"
17-25322,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/12/2017,01/11/2018,08305009100,RITE AID #11890,,700  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"700 GALLATIN AVE
NASHVILLE, TN 37206
(36.183582, -86.748456)"
17-25320,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/05/2017,01/11/2018,11911017800,GUACAMAYAS MEXICAN RESTAURANT,,61 E THOMPSON LN,NASHVILLE,TN,37211.00000,16,37017401,"61 E THOMPSON LN
NASHVILLE, TN 37211
(36.110895, -86.725591)"
17-25274,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/10/2017,01/11/2018,09216026100,HOPSMITH TAVERN,,1903  DIVISION ST,NASHVILLE,TN,37203.00000,19,37019500,"1903 DIVISION ST
NASHVILLE, TN 37203
(36.150223, -86.796142)"
17-25324,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/12/2017,01/11/2018,04414014500,RITE AID #11882,,1241  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1241 ROBINSON RD
OLD HICKORY, TN 37138
(36.258418, -86.657545)"
17-25321,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/12/2017,01/11/2018,08213015200,RITE AID #11891,,1104  ROSA L PARKS BLVD,NASHVILLE,TN,37208.00000,19,37019400,"1104 ROSA L PARKS BLVD
NASHVILLE, TN 37208
(36.173434, -86.791485)"
17-25330,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2017,01/11/2018,09314047200,FIVE STARS MARKET,,427  LAFAYETTE ST,NASHVILLE,TN,37203.00000,19,37019500,"427 LAFAYETTE ST
NASHVILLE, TN 37203
(36.15227, -86.772613)"
18-25608,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/2018,08/09/2018,09303006600,NISSAN STADIUM,,1  TITANS WAY,NASHVILLE,TN,37213.00000,6,37019300,"1 TITANS WAY
NASHVILLE, TN 37213
(36.165719, -86.773573)"
18-25409,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/06/2018,08/09/2018,03402009500,BIKE NIGHT,,271  GLEAVES ST,GOODLETTSVILLE,TN,37072.00000,10,37010401,"271 GLEAVES ST
GOODLETTSVILLE, TN 37072
"
18-25602,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/25/2018,08/09/2018,09303006600,LEVY AT TENNESSEE TITANS,,1  TITANS WAY,NASHVILLE,TN,37213.00000,6,37019300,"1 TITANS WAY
NASHVILLE, TN 37213
(36.165719, -86.773573)"
18-25598,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/23/2018,08/09/2018,05300001100,OLD HICKORY COUNTRY CLUB,,1904  OLD HICKORY BLVD,OLD HICKORY,TN,37138.00000,11,37010501,"1904 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.251002, -86.645819)"
T18-25491,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/26/2018,,08107052300,MINERVA COCKTAIL BAR,,1002  BUCHANAN ST,NASHVILLE,TN,37208.00000,21,37013700,"1002 BUCHANAN ST
NASHVILLE, TN 37208
(36.180417, -86.803411)"
18-25479,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/17/2018,05/30/2018,14200015900,GREEK CAFE,,7038B  HIGHWAY 70  S,NASHVILLE,TN,37221.00000,23,37018202,"7038B HIGHWAY 70 S
NASHVILLE, TN 37221
(36.07507, -86.919057)"
18-25587,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/12/2018,08/10/2018,08213030600,NEIGHBORS OF GERMANTOWN,,313  JEFFERSON ST,NASHVILLE,TN,37208.00000,19,37019400,"313 JEFFERSON ST
NASHVILLE, TN 37208
(36.174798, -86.785649)"
18-25471,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",04/13/2018,08/10/2018,105071A00300CO,DISKIN CIDER,,1235  MARTIN ST,NASHVILLE,TN,37203.00000,17,37016100,"1235 MARTIN ST
NASHVILLE, TN 37203
(36.141147, -86.769414)"
14-19853,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/03/2013,02/13/2014,05300001800,Adelaidas Mexican Grill,"Adelaidas, Inc.",1433  Robinson RD,Old Hickory,TN,37138.00000,11,37010501,"1433 Robinson RD
Old Hickory, TN 37138
(36.255811, -86.65395)"
17-25217,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/15/2017,03/22/2018,08216001700,NASHVILLE URBAN WINERY,,715  MAIN ST,NASHVILLE,TN,37206.00000,6,37011900,"715 MAIN ST
NASHVILLE, TN 37206
(36.175009, -86.759677)"
18-25416,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/09/2018,04/12/2018,07102006300,JAZZY'S BISTRO,,1520  HAMPTON ST,NASHVILLE,TN,37207.00000,2,37012701,"1520 HAMPTON ST
NASHVILLE, TN 37207
(36.208402, -86.778902)"
18-25386,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/20/2018,04/12/2018,12800018700,BAR LOUIE,,8119  SAWYER BROWN RD  101,NASHVILLE,TN,37221.00000,22,37018401,"8119 SAWYER BROWN RD 101
NASHVILLE, TN 37221
(36.080342, -86.944437)"
18-25438,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/27/2018,04/12/2018,12800018700,EASTERN PEAK,,8121  SAWYER BROWN RD  201,NASHVILLE,TN,37221.00000,22,37018401,"8121 SAWYER BROWN RD 201
NASHVILLE, TN 37221
(36.080175, -86.94446)"
17-25139,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/24/2017,01/17/2018,08309019300,NOBLES,,974  MAIN ST,NASHVILLE,TN,37206.00000,6,37019200,"974 MAIN ST
NASHVILLE, TN 37206
(36.177949, -86.752062)"
T18-25352,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,01/29/2018,,08216006900,KAWAI POKE CO,,901  WOODLAND ST  105,NASHVILLE,TN,37206.00000,6,37019200,"901 WOODLAND ST 105
NASHVILLE, TN 37206
(36.175138, -86.75611)"
17-25019,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/16/2017,01/19/2018,09306310700,MELLOW MUSHROOM,,423  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"423 BROADWAY
NASHVILLE, TN 37203
(36.160691, -86.777999)"
17-25153,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/2017,04/12/2018,09306308200,DIERKS BENTLEY'S WHISKEY ROW,,400  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"400 BROADWAY
NASHVILLE, TN 37203
(36.160966, -86.777347)"
18-25425,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/15/2018,04/12/2018,09212031500,THE NASHVILLE WINE & FOOD FESTIVAL,,1610  CHURCH ST,NASHVILLE,TN,37203.00000,21,37019500,"1610 CHURCH ST
NASHVILLE, TN 37203
(36.156685, -86.7941)"
18-25400,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/28/2018,04/12/2018,09700013000,HERMITAGE DISCOUNT TOBACCO AND BEER,,3682  BELL RD,NASHVILLE,TN,37214.00000,13,37015624,"3682 BELL RD
NASHVILLE, TN 37214
(36.151287, -86.62528)"
T18-25421,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,03/14/2018,,15700000100,"FRIENDS OF WARNER PARK, INC.",,50  VAUGHN RD,NASHVILLE,TN,37221.00000,34,37018404,"50 VAUGHN RD
NASHVILLE, TN 37221
(36.050442, -86.902251)"
T18-25586,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/12/2018,,11801004100,TWICE DAILY #6055 & WHITE BISON #6055,,2607  12TH AVE S,NASHVILLE,TN,37204.00000,18,37016900,"2607 12TH AVE S
NASHVILLE, TN 37204
(36.123415, -86.789891)"
04-15886,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/08/2003,04/30/2004,06415003500,Wal-Mart Supercenter #710,"Wal-Mart Stores East, LP",4424  Lebanon PIKE,Hermitage,TN,37076.00000,11,37015401,"4424 Lebanon PIKE
Hermitage, TN 37076
(36.215154, -86.600798)"
18-25412,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2018,04/12/2018,13500006200,TAQUERIA Y BIRRIERIA ARANDAS,,2111  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,28,37015614,"2111 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.093669, -86.652773)"
18-25444,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/30/2018,04/12/2018,09208001800,JAMESONS LOVE THEY NEIGHBOR BLOCK PARTY IN SUPPORT OF KEEP AMERICA BEAUTIFUL,,1402  CLINTON ST,NASHVILLE,TN,37203.00000,19,37014400,"1402 CLINTON ST
NASHVILLE, TN 37203
(36.164075, -86.796769)"
18-25437,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/26/2018,04/13/2018,07513021300,MARI SUPERMERCADO,,4000  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015402,"4000 LEBANON PIKE
HERMITAGE, TN 37076
(36.195915, -86.621524)"
18-25370,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/09/2018,03/29/2018,11715003400,FREEBIRDS WORLD BURRITO,,3800  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017702,"3800 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.108626, -86.812169)"
15-17253,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/01/2015,04/23/2015,09402016200,Roy Meat Service,"Christie Lynn Roy, Jeffrey Marsh Roy",605 S 19TH ST,NASHVILLE,TN,37206.00000,6,37012200,"605 S 19TH ST
NASHVILLE, TN 37206
(36.168445, -86.737644)"
18-25396,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/26/2018,03/29/2018,12800018700,Qdoba Mexican Eats Store 1806,,7626  HIGHWAY 70  S,NASHVILLE,TN,37221.00000,22,37018401,"7626 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.078468, -86.950231)"
18-25399,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/28/2018,03/29/2018,092140B00200CO,Sand Bar Nashville,,3  CITY AVE  500,NASHVILLE,TN,37209.00000,21,,"3 CITY AVE 500
NASHVILLE, TN 37209
(36.152468, -86.820627)"
17-25145,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/2017,03/29/2018,09306302500,HOLSTON HOUSE NASHVILLE,,118  7TH AVE N,NASHVILLE,TN,37203.00000,19,37019500,"118 7TH AVE N
NASHVILLE, TN 37203
(36.16029, -86.781471)"
17-25262,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/28/2017,03/29/2018,09306106000,NOELLE NASHVILLE,,200  4TH AVE N,NASHVILLE,TN,37219.00000,19,,"200 4TH AVE N
NASHVILLE, TN 37219
(36.163864, -86.779046)"
18-25408,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2018,03/29/2018,09313058000,EMMY SQUARED,,404  12TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"404 12TH AVE S
NASHVILLE, TN 37203
(36.152286, -86.784687)"
17-25317,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2017,01/25/2018,14700002400,FONDA CUBILETE MEXICAN RESTAURANT INC,,423  HARDING PL,NASHVILLE,TN,37211.00000,26,37018902,"423 HARDING PL
NASHVILLE, TN 37211
(36.078606, -86.729171)"
18-25390,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/21/2018,03/30/2018,08216009400,EAST NASHVILLE BEER FESTIVAL,,700  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
17-25178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2017,01/25/2018,09306108900,DEACON'S NEW SOUTH,,401  CHURCH ST,NASHVILLE,TN,37219.00000,19,37019500,"401 CHURCH ST
NASHVILLE, TN 37219
(36.163711, -86.778947)"
T18-25477,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2018,,08208032000,LYRA,,935 W EASTLAND AVE,NASHVILLE,TN,37206.00000,5,37011700,"935 W EASTLAND AVE
NASHVILLE, TN 37206
(36.184294, -86.754242)"
T18-25359,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,02/02/2018,,09302305500,FAIRLANE HOTEL,,401  UNION ST,NASHVILLE,TN,37219.00000,19,37019500,"401 UNION ST
NASHVILLE, TN 37219
(36.165034, -86.779826)"
17-25105,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2017,01/25/2018,10200001200,RAY STEVENS CABARAY SHOWROOM,,5724  RIVER RD,NASHVILLE,TN,37209.00000,35,37018301,"5724 RIVER RD
NASHVILLE, TN 37209
(36.128582, -86.908289)"
18-25391,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/21/2018,03/30/2018,093064B00100CO,MUSIC CITY CANARCHY,,121  4TH AVE S,NASHVILLE,TN,37201.00000,19,37019500,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
T18-25652,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,08/16/2018,,08209021800,MOP/BROOM MESS HALL,,1300  3RD AVE N,NASHVILLE,TN,37208.00000,19,37019400,"1300 3RD AVE N
NASHVILLE, TN 37208
(36.177945, -86.786601)"
T18-25656,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/21/2018,,18100025700,KOREA BBQ AND SUSHI,,6688  NOLENSVILLE PIKE  102,BRENTWOOD,TN,37027.00000,31,37019114,"6688 NOLENSVILLE PIKE 102
BRENTWOOD, TN 37027
(35.998589, -86.692329)"
T18-25645,TEMPORARY,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/10/2018,,10503020600,JACKALOPE BREWING COMPANY,,429B  HOUSTON ST,NASHVILLE,TN,37203.00000,17,37016100,"429B HOUSTON ST
NASHVILLE, TN 37203
(36.142883, -86.76697)"
T18-25627,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,08/03/2018,,13500024900,LA TERRAZA MEXICAN RESTAURANT,,2256  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,29,37015612,"2256 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.088421, -86.649583)"
16-20241,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2016,03/03/2016,09212030500,Hi Fi Clydes,Clydes Nashville LLC,1700  Church ST,Nashville,TN,37203.00000,21,37019500,"1700 Church ST
Nashville, TN 37203
(36.155706, -86.796126)"
T18-25629,TEMPORARY,BBPERMIT,OFFSALES,BB - Off Site Sales,08/03/2018,,10507050300,RAINS MARKET & EATERY,,106  RAINS AVE,NASHVILLE,TN,37203.00000,17,37016100,"106 RAINS AVE
NASHVILLE, TN 37203
(36.139701, -86.76386)"
18-25588,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/16/2018,08/23/2018,16300027400,LA COSTA NAYARITA,,5332  CANE RIDGE RD,ANTIOCH,TN,37013.00000,32,37019117,"5332 CANE RIDGE RD
ANTIOCH, TN 37013
(36.041536, -86.660999)"
T18-25655,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,08/20/2018,,09309028400,GULCH CORNHOLE TOURNAMENT,,1112  LAUREL ST,NASHVILLE,TN,37203.00000,19,37019500,"1112 LAUREL ST
NASHVILLE, TN 37203
(36.153899, -86.784809)"
18-25501,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/07/2018,08/23/2018,09215013100,ROTIER'S RESTAURANT,3918 Skyline Drive,2413  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2413 ELLISTON PL
NASHVILLE, TN 37203
(36.147858, -86.808009)"
18-25640,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/08/2018,08/23/2018,00700003600,BAKERS MARKET,,1604  SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072.00000,10,37010202,"1604 SPRINGFIELD HWY
GOODLETTSVILLE, TN 37072
(36.374294, -86.746151)"
18-25566,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2018,08/23/2018,13315014500,CHISMES CAFE,,3921  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,26,37018901,"3921 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085944, -86.729192)"
18-25542,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/31/2018,08/23/2018,09116037300,ANOTHER BROKEN EGG CAFE,,4111  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"4111 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152385, -86.83657)"
18-25617,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/30/2018,08/23/2018,14900023700,MAPCO #3332,,2601  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,32,37015626,"2601 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.073993, -86.63816)"
18-25469,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/12/2018,08/23/2018,09211007900,TWICE DAILY #7100,,2112  CHARLOTTE AVE,NASHVILLE,TN,37203.00000,21,37014400,"2112 CHARLOTTE AVE
NASHVILLE, TN 37203
(36.156409, -86.806864)"
18-25596,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/20/2018,08/23/2018,13102001601,SHAKE SHACK,,4031  HILLSBORO PIKE  904,NASHVILLE,TN,37215.00000,25,37017901,"4031 HILLSBORO PIKE 904
NASHVILLE, TN 37215
(36.102846, -86.816652)"
18-25603,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/25/2018,08/23/2018,05300001300,MAPCO #1149,,1415  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1415 ROBINSON RD
OLD HICKORY, TN 37138
(36.256516, -86.654914)"
18-25616,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/30/2018,08/23/2018,16112001200,MAPCO #3216,,15131  OLD HICKORY BLVD,NASHVILLE,TN,37211.00000,4,37019116,"15131 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.045248, -86.716873)"
